"cell_line","drug","ref"
"8505C","Pazopanib","95.350"
"8505C#","PD0325901","0.37788337"
"8505C#","PD0332991","8"
"8505C#","PF2341066","8"
"8505C","PF562271","12.514"
"8505C#","PHA665752","8"
"8505C#","PLX4720","8"
"8505C","QS11","4.547"
"8505C#","RAF265","1.41632795"
"8505C","Shikonin","3.089"
"8505C#","Sorafenib","8"
"8505C#","TAE684","6.50910377"
"8505C","Thapsigarg","0.000"
"8505C","Tipifarnib","0.432"
"8505C#","TKI258","7.68966531"
"8505C#","Topotecan","0.08654926"
"8505C","Vinorelbin","0.004"
"8505C#","ZD6474","8"
"8MGBA","17AAG","0.095"
"8MGBA#","17AAG","0.23495262"
"8MGBA","681640","1.551"
"8MGBA","A443654","0.164"
"8MGBA","A769662","65.877"
"8MGBA","A770041","4.584"
"8MGBA","ABT263","149.974"
"8MGBA","ABT888","167.507"
"8MGBA#","AEW541","3.88834095"
"8MGBA","AICAR","15681.436"
"8MGBA","AKTinhibit","27.675"
"8MGBA","AMG706","98.107"
"8MGBA","AP24534","0.562"
"8MGBA","AS601245","3.663"
"8MGBA","ATRA","635.711"
"8MGBA","AUY922","0.019"
"8MGBA","Axitinib","4.248"
"8MGBA","AZ628","4.828"
"8MGBA#","AZD0530","4.49148654"
"8MGBA","AZD0530","78.990"
"8MGBA","AZD2281","8.633"
"8MGBA","AZD6244","79.093"
"8MGBA#","AZD6244","8"
"8MGBA","AZD6482","6.791"
"8MGBA","AZD7762","0.259"
"8MGBA","AZD8055","1.978"
"8MGBA","BAY613606","9.612"
"8MGBA","Bexarotene","13.552"
"8MGBA","BI2536","0.059"
"8MGBA","BIBW2992","36.543"
"8MGBA","Bicalutami","88.524"
"8MGBA","BID1870","2.229"
"8MGBA","BIRB0796","752.670"
"8MGBA","Bleomycin","1.478"
"8MGBA","BMS509744","25.240"
"8MGBA","BMS536924","3.915"
"8MGBA","BMS754807","2.015"
"8MGBA","Bortezomib","0.000"
"8MGBA","Bosutinib","5.315"
"8MGBA","Bryostatin","0.490"
"8MGBA","BX795","1.953"
"8MGBA","Camptothec","0.002"
"8MGBA","CEP701","0.125"
"8MGBA","CGP082996","32.062"
"8MGBA","CGP60474","0.056"
"8MGBA","CHIR99021","75.112"
"8MGBA","CI1040","12.943"
"8MGBA","Cisplatin","5.356"
"8MGBA","CMK","26.469"
"8MGBA","Cyclopamin","13.010"
"8MGBA","Cytarabine","0.342"
"8MGBA","Dasatinib","0.155"
"8MGBA","DMOG","123.884"
"8MGBA","Docetaxel","0.001"
"8MGBA","Doxorubici","0.022"
"8MGBA","Elesclomol","0.009"
"8MGBA","Embelin","3.519"
"8MGBA","Epothilone","0.005"
"8MGBA#","Erlotinib","7.72138834"
"8MGBA","Erlotinib","78.543"
"8MGBA","Etoposide","0.047"
"8MGBA","FH535","3.683"
"8MGBA","FTI277","25.710"
"8MGBA","GDC0449","54.710"
"8MGBA","GDC0941","4.862"
"8MGBA","Gefitinib","6.159"
"8MGBA","Gemcitabin","0.006"
"8MGBA","GNF2","106.635"
"8MGBA","GSK269962A","22.858"
"8MGBA","GSK650394","15.441"
"8MGBA","GW441756","132.007"
"8MGBA","GW843682X","0.020"
"8MGBA","Imatinib","195.869"
"8MGBA","IPA3","2134.604"
"8MGBA","JNK9L","0.117"
"8MGBA","JNKInhibit","579.593"
"8MGBA","JW7521","0.047"
"8MGBA","KIN001135","676.312"
"8MGBA","KU55933","92.209"
"8MGBA#","L685458","8"
"8MGBA","Lapatinib","103.297"
"8MGBA#","Lapatinib","5.22661990"
"8MGBA#","LBW242","0.04198560"
"8MGBA","Lenalidomi","391.555"
"8MGBA","LFMA13","81.787"
"8MGBA","Metformin","19628.654"
"8MGBA","Methotrexa","21.602"
"8MGBA","MG132","0.399"
"8MGBA","Midostauri","0.199"
"8MGBA","MitomycinC","0.105"
"8MGBA","MK2206","18.893"
"8MGBA","MS275","1.288"
"8MGBA","Nilotinib","83.684"
"8MGBA","NSC87877","428.953"
"8MGBA","NU7441","13.641"
"8MGBA#","Nutlin3","8"
"8MGBA","Nutlin3a","380.473"
"8MGBA","NVPBEZ235","0.038"
"8MGBA","NVPTAE684","2.646"
"8MGBA","ObatoclaxM","0.079"
"8MGBA","OSI906","17.511"
"8MGBA","PAC1","227.124"
"8MGBA","Paclitaxel","0.008"
"8MGBA#","Paclitaxel","8"
"8MGBA#","Panobinost","0.11275625"
"8MGBA","Parthenoli","21.226"
"8MGBA","Pazopanib","35.569"
"8MGBA","PD0325901","2.525"
"8MGBA#","PD0325901","8"
"8MGBA","PD0332991","163.237"
"8MGBA","PD173074","106.816"
"8MGBA","PF02341066","163.759"
"8MGBA#","PF2341066","8"
"8MGBA","PF562271","5.343"
"8MGBA","PHA665752","190.136"
"8MGBA#","PHA665752","8"
"8MGBA","PLX4720","6.147"
"8MGBA#","PLX4720","8"
"8MGBA","Pyrimetham","25.554"
"8MGBA","QS11","3.526"
"8MGBA","Rapamycin","0.582"
"8MGBA","RDEA119","33.937"
"8MGBA","RO3306","3.130"
"8MGBA","Roscovitin","165.301"
"8MGBA","Salubrinal","10.920"
"8MGBA","SB216763","409.277"
"8MGBA","SB590885","156.403"
"8MGBA","Shikonin","0.086"
"8MGBA","SL01011","284.974"
"8MGBA","Sorafenib","134.679"
"8MGBA#","Sorafenib","8"
"8MGBA","STritylLcy","9.557"
"8MGBA","Sunitinib","6.478"
"8MGBA#","TAE684","2.37900352"
"8MGBA","Temsirolim","0.410"
"8MGBA","Thapsigarg","0.002"
"8MGBA","Tipifarnib","2.129"
"8MGBA#","TKI258","0.53446648"
"8MGBA#","Topotecan","0.31726998"
"8MGBA","Vinblastin","0.006"
"8MGBA","Vinorelbin","0.003"
"8MGBA","Vorinostat","2.333"
"8MGBA","VX680","9.265"
"8MGBA","VX702","282.626"
"8MGBA","WH4023","23.727"
"8MGBA","WZ184","340.242"
"8MGBA","XMD885","12.493"
"8MGBA#","ZD6474","2.24513959"
"8MGBA","ZLLNleCHO","22.738"
"8MGBA","ZM447439","4.863"
"A101D","17AAG","0.482"
"A101D","681640","2.836"
"A101D","A443654","0.133"
"A101D","A770041","3.690"
"A101D","ABT263","0.241"
"A101D","ABT888","116.285"
"A101D","AICAR","3722.439"
"A101D","AMG706","52.347"
"A101D","AS601245","2.219"
"A101D","ATRA","207.736"
"A101D","AUY922","0.020"
"A101D","Axitinib","13.428"
"A101D","AZ628","0.006"
"A101D","AZD0530","80.565"
"A101D","AZD2281","47.078"
"A101D","AZD6244","0.241"
"A101D","AZD7762","1.697"
"A101D","AZD8055","0.491"
"A101D","BAY613606","4.847"
"A101D","Bexarotene","294.623"
"A101D","BI2536","0.038"
"A101D","BIBW2992","49.351"
"A101D","Bicalutami","107.018"
"A101D","BID1870","4.944"
"A101D","BIRB0796","1181.037"
"A101D","Bleomycin","0.621"
"A101D","BMS509744","4.787"
"A101D","BMS536924","1.889"
"A101D","BMS754807","0.977"
"A101D","Bortezomib","0.000"
"A101D","Bosutinib","1.932"
"A101D","Bryostatin","0.083"
"A101D","BX795","3.629"
"A101D","Camptothec","0.259"
"A101D","CEP701","0.068"
"A101D","CGP082996","24.464"
"A101D","CGP60474","0.021"
"A101D","CI1040","0.215"
"A101D","Cisplatin","21.473"
"A101D","CMK","3.811"
"A101D","Cyclopamin","1945.977"
"A101D","Cytarabine","4.741"
"A101D","Dasatinib","1.030"
"A101D","Docetaxel","0.016"
"A101D","Doxorubici","0.052"
"A101D","Elesclomol","0.012"
"A101D","Embelin","6.330"
"A101D","Epothilone","0.001"
"A101D","Erlotinib","28.422"
"A101D","FH535","4.526"
"A101D","GDC0449","44.287"
"A101D","GDC0941","0.990"
"A101D","Gefitinib","9.452"
"A101D","Gemcitabin","0.010"
"A101D","GNF2","61.786"
"A101D","GSK269962A","1.867"
"A101D","GSK650394","9.210"
"A101D","GW441756","77.702"
"A101D","GW843682X","0.011"
"A101D","Imatinib","121.973"
"A101D","IPA3","225.364"
"A101D","JNKInhibit","190.098"
"A101D","JW7521","0.027"
"A101D","KIN001135","296.953"
"A101D","KU55933","44.919"
"A101D","Lapatinib","20.667"
"A101D","Lenalidomi","270.577"
"A101D","LFMA13","647.351"
"A101D","Metformin","21816.509"
"A101D","Methotrexa","14.814"
"A101D","MG132","0.033"
"A101D","MitomycinC","0.259"
"A101D","MK2206","9.930"
"A101D","MS275","0.404"
"A101D","Nilotinib","10.814"
"A101D","NU7441","2.606"
"A101D","Nutlin3a","2.344"
"A101D","NVPBEZ235","0.039"
"A101D","NVPTAE684","1.569"
"A101D","ObatoclaxM","0.031"
"A101D","OSI906","105.756"
"A101D","PAC1","5.132"
"A101D","Paclitaxel","0.010"
"A101D","Parthenoli","14.088"
"A101D","Pazopanib","89.975"
"A101D","PD0325901","0.008"
"A101D","PD0332991","3.754"
"A101D","PD173074","29.343"
"A101D","PF02341066","49.381"
"A101D","PHA665752","84.514"
"A101D","PLX4720","0.213"
"A101D","Pyrimetham","71.638"
"A101D","QS11","14.123"
"A101D","Rapamycin","0.033"
"A101D","RDEA119","0.052"
"A101D","RO3306","11.076"
"A101D","Roscovitin","18.158"
"A101D","Salubrinal","13.711"
"A101D","SB216763","30.656"
"A101D","SB590885","0.501"
"A101D","SL01011","115.143"
"A101D","Sorafenib","21.176"
"A101D","STritylLcy","1.722"
"A101D","Sunitinib","2.774"
"A101D","Temsirolim","0.049"
"A101D","Thapsigarg","0.005"
"A101D","Tipifarnib","1.863"
"A101D","Vinblastin","0.032"
"A101D","Vorinostat","2.029"
"A101D","VX680","1.870"
"A101D","VX702","57.581"
"A101D","WH4023","11.759"
"A101D","WZ184","1024.013"
"A101D","XMD885","7.544"
"A101D","ZLLNleCHO","0.302"
"A101D","ZM447439","7.547"
"A172#","17AAG","0.26749858"
"A172","A769662","42.374"
"A172","ABT263","176.174"
"A172","ABT888","162.717"
"A172#","AEW541","8"
"A172","AICAR","7189.091"
"A172","AKTinhibit","42.071"
"A172","AMG706","56.002"
"A172","AP24534","0.297"
"A172","AS601245","2.152"
"A172","AUY922","0.040"
"A172","Axitinib","2.131"
"A172#","AZD0530","8"
"A172","AZD2281","116.726"
"A172#","AZD6244","8"
"A172","AZD6482","36.565"
"A172","AZD7762","0.693"
"A172","BAY613606","2.214"
"A172","Bexarotene","64.963"
"A172","BIBW2992","15.250"
"A172","Bicalutami","70.970"
"A172","Bleomycin","39.282"
"A172","BMS754807","1.525"
"A172","Bosutinib","5.521"
"A172","Bryostatin","0.976"
"A172","BX795","4.425"
"A172","CEP701","1.941"
"A172","CHIR99021","3.740"
"A172","DMOG","554.829"
"A172","Docetaxel","0.002"
"A172","Doxorubici","0.081"
"A172","Embelin","8.717"
"A172","Epothilone","0.002"
"A172#","Erlotinib","8"
"A172","Etoposide","8.593"
"A172","FH535","5.881"
"A172","FTI277","5.641"
"A172","GDC0449","37.079"
"A172","Gemcitabin","0.025"
"A172","GSK650394","25.042"
"A172","GW441756","284.946"
"A172","IPA3","48.310"
"A172#","Irinotecan","0.50860279"
"A172","JNK9L","0.670"
"A172#","L685458","8"
"A172#","Lapatinib","8"
"A172#","LBW242","8"
"A172","Lenalidomi","107.542"
"A172","LFMA13","63.948"
"A172","Metformin","16959.663"
"A172","Midostauri","0.293"
"A172","MitomycinC","0.539"
"A172","Nilotinib","25.460"
"A172#","Nilotinib","8"
"A172","NSC87877","148.739"
"A172#","Nutlin3","8"
"A172","Nutlin3a","2.668"
"A172","ObatoclaxM","0.887"
"A172","OSI906","40.390"
"A172","PAC1","48.012"
"A172#","Paclitaxel","0.030916"
"A172#","Panobinost","0.10136783"
"A172","Pazopanib","3.723"
"A172#","PD0325901","8"
"A172#","PD0332991","8"
"A172","PD173074","69.396"
"A172#","PF2341066","8"
"A172","PF562271","12.029"
"A172#","PHA665752","8"
"A172#","PLX4720","8"
"A172","QS11","6.124"
"A172#","RAF265","3.65121746"
"A172","RO3306","5.876"
"A172","SB216763","124.231"
"A172","Shikonin","0.471"
"A172#","Sorafenib","8"
"A172#","TAE684","2.53082060"
"A172","Thapsigarg","0.000"
"A172","Tipifarnib","10.056"
"A172#","TKI258","4.53460836"
"A172#","Topotecan","0.28293886"
"A172","Vinorelbin","0.014"
"A172","Vorinostat","7.812"
"A172","VX702","96.844"
"A172#","ZD6474","8"
"A172","ZM447439","0.984"
"A204","17AAG","0.023"
"A204#","17AAG","0.02967588"
"A204","681640","4.446"
"A204","A769662","90.677"
"A204","ABT263","42.155"
"A204","ABT888","262.579"
"A204#","AEW541","5.15031194"
"A204","AICAR","6584.599"
"A204","AKTinhibit","7.316"
"A204","AMG706","0.520"
"A204","AP24534","0.012"
"A204","AS601245","7.291"
"A204","ATRA","33.985"
"A204","AUY922","0.021"
"A204","Axitinib","0.010"
"A204#","AZD0530","6.07499551"
"A204","AZD2281","57.685"
"A204","AZD6244","1.515"
"A204#","AZD6244","8"
"A204","AZD6482","5.280"
"A204","AZD7762","0.009"
"A204","AZD8055","0.191"
"A204","BAY613606","13.332"
"A204","Bexarotene","37.142"
"A204","BIBW2992","32.165"
"A204","Bicalutami","42.892"
"A204","BID1870","9.829"
"A204","BIRB0796","117.509"
"A204","Bleomycin","0.201"
"A204","BMS754807","1.767"
"A204","Bosutinib","18.747"
"A204","Bryostatin","0.223"
"A204","BX795","1.154"
"A204","Camptothec","0.005"
"A204","CEP701","0.152"
"A204","CHIR99021","29.378"
"A204","CI1040","16.063"
"A204","Cisplatin","63.637"
"A204","Cytarabine","0.312"
"A204","DMOG","390.814"
"A204","Docetaxel","0.009"
"A204","Doxorubici","0.013"
"A204","Elesclomol","0.009"
"A204","Embelin","17.217"
"A204","Epothilone","0.003"
"A204#","Erlotinib","8"
"A204","Etoposide","0.234"
"A204","FH535","6.053"
"A204","FTI277","47.588"
"A204","GDC0449","239.185"
"A204","GDC0941","0.523"
"A204","Gefitinib","9.976"
"A204","Gemcitabin","0.011"
"A204","GSK650394","17.212"
"A204","GW441756","20.486"
"A204","IPA3","1816.977"
"A204#","Irinotecan","0.16683416"
"A204","JNK9L","0.165"
"A204","JNKInhibit","266.189"
"A204","KU55933","134.572"
"A204#","L685458","8"
"A204#","Lapatinib","7.39983272"
"A204#","LBW242","8"
"A204","Lenalidomi","218.986"
"A204","LFMA13","168.663"
"A204","Metformin","98499.683"
"A204","Methotrexa","1.084"
"A204","Midostauri","0.101"
"A204","MitomycinC","0.085"
"A204","MK2206","2.830"
"A204#","Nilotinib","1.08199441"
"A204","Nilotinib","1.570"
"A204","NSC87877","24.769"
"A204","NU7441","18.380"
"A204#","Nutlin3","8"
"A204","Nutlin3a","3.046"
"A204","NVPBEZ235","0.029"
"A204","ObatoclaxM","1.596"
"A204","OSI906","101.379"
"A204","PAC1","55.862"
"A204#","Paclitaxel","0.00652834"
"A204#","Panobinost","0.02381407"
"A204","Pazopanib","0.110"
"A204","PD0325901","2.477"
"A204#","PD0325901","5.23065485"
"A204","PD0332991","0.635"
"A204#","PD0332991","8"
"A204","PD173074","3.905"
"A204#","PF2341066","3.82078075"
"A204","PF562271","3.893"
"A204#","PHA665752","8"
"A204","PLX4720","595.407"
"A204#","PLX4720","8"
"A204","QS11","128.475"
"A204#","RAF265","0.33127552"
"A204","RDEA119","18.876"
"A204","RO3306","35.332"
"A204","SB216763","460.279"
"A204","SB590885","136.667"
"A204","Shikonin","0.127"
"A204","SL01011","80.549"
"A204#","Sorafenib","0.53085881"
"A204#","TAE684","2.65931892"
"A204","Temsirolim","0.039"
"A204","Thapsigarg","0.018"
"A204","Tipifarnib","3.567"
"A204#","TKI258","0.63951605"
"A204#","Topotecan","0.41938304"
"A204","Vinblastin","0.009"
"A204","Vinorelbin","0.003"
"A204","Vorinostat","4.338"
"A204","VX702","66.477"
"A204#","ZD6474","1.63619959"
"A204","ZM447439","4.374"
"A2058#","17AAG","0.04249693"
"A2058","A769662","103.400"
"A2058","ABT263","59.948"
"A2058#","AEW541","5.51309108"
"A2058","AICAR","12565.508"
"A2058","AKTinhibit","102.466"
"A2058","AMG706","54.011"
"A2058","AP24534","18.657"
"A2058","AS601245","10.820"
"A2058","AUY922","0.030"
"A2058#","AZD0530","8"
"A2058#","AZD6244","5.03647232"
"A2058","AZD6482","20.116"
"A2058","AZD8055","0.974"
"A2058","BAY613606","36.000"
"A2058","Bexarotene","284.577"
"A2058","Bicalutami","99.784"
"A2058","Bleomycin","0.808"
"A2058","BMS754807","5.236"
"A2058","Bryostatin","0.097"
"A2058","BX795","2.969"
"A2058","CHIR99021","94.141"
"A2058","DMOG","162.961"
"A2058","Docetaxel","0.001"
"A2058","Doxorubici","0.018"
"A2058","Embelin","2.316"
"A2058","Epothilone","0.001"
"A2058#","Erlotinib","8"
"A2058","Etoposide","0.426"
"A2058","FH535","2.022"
"A2058","FTI277","74.411"
"A2058","GDC0941","15.435"
"A2058","Gemcitabin","0.033"
"A2058","GSK650394","13.388"
"A2058","IPA3","194.526"
"A2058#","Irinotecan","0.14522485"
"A2058","JNK9L","0.501"
"A2058#","L685458","8"
"A2058#","Lapatinib","8"
"A2058#","LBW242","8"
"A2058","LFMA13","1146.008"
"A2058","Metformin","63649.395"
"A2058","Midostauri","0.529"
"A2058","MitomycinC","0.116"
"A2058#","Nilotinib","8"
"A2058","NSC87877","1766.430"
"A2058#","Nutlin3","8"
"A2058","Nutlin3a","160.142"
"A2058","NVPBEZ235","0.034"
"A2058","ObatoclaxM","0.107"
"A2058","OSI906","48.901"
"A2058","PAC1","327.169"
"A2058#","Paclitaxel","0.00286317"
"A2058#","Panobinost","0.06865990"
"A2058","Pazopanib","16.706"
"A2058","PD0325901","0.021"
"A2058#","PD0325901","0.20289924"
"A2058#","PD0332991","8"
"A2058","PD173074","35.219"
"A2058#","PF2341066","8"
"A2058","PF562271","5.277"
"A2058#","PHA665752","8"
"A2058#","PLX4720","8"
"A2058","QS11","10.184"
"A2058#","RAF265","5.51097393"
"A2058","RDEA119","3.788"
"A2058","RO3306","340.039"
"A2058","SB590885","137.858"
"A2058","Shikonin","0.919"
"A2058#","Sorafenib","8"
"A2058#","TAE684","4.92772197"
"A2058","Thapsigarg","0.003"
"A2058","Tipifarnib","11.722"
"A2058#","TKI258","5.62550544"
"A2058#","Topotecan","0.30648648"
"A2058","Vinorelbin","0.004"
"A2058#","ZD6474","8"
"A2058","ZM447439","16.119"
"A253#","17AAG","0.33954486"
"A253","17AAG","1.819"
"A253","681640","6.670"
"A253","A443654","0.394"
"A253","A769662","2.248"
"A253","A770041","71.310"
"A253","ABT263","122.851"
"A253#","AEW541","8"
"A253","AKTinhibit","10.316"
"A253","AMG706","204.734"
"A253","AP24534","4.953"
"A253","AS601245","8.087"
"A253","AUY922","0.051"
"A253","AZ628","32.614"
"A253","AZD0530","35.357"
"A253#","AZD0530","8"
"A253","AZD6244","10.712"
"A253#","AZD6244","8"
"A253","AZD6482","65.145"
"A253","AZD8055","3.898"
"A253","BAY613606","131.298"
"A253","Bexarotene","288.117"
"A253","BI2536","0.089"
"A253","Bicalutami","85.813"
"A253","BID1870","14.110"
"A253","BIRB0796","76.701"
"A253","Bleomycin","2.846"
"A253","BMS509744","110.752"
"A253","BMS536924","55.236"
"A253","BMS754807","33.671"
"A253","Bortezomib","0.000"
"A253","Bryostatin","0.016"
"A253","BX795","4.170"
"A253","CGP082996","101.449"
"A253","CGP60474","0.065"
"A253","CHIR99021","108.902"
"A253","CMK","8.994"
"A253","Cyclopamin","1196.563"
"A253","Dasatinib","3.718"
"A253","DMOG","228.236"
"A253","Doxorubici","0.047"
"A253","Embelin","7.699"
"A253","Epothilone","0.010"
"A253","Erlotinib","2.743"
"A253#","Erlotinib","8"
"A253","Etoposide","0.019"
"A253","FH535","5.895"
"A253","FTI277","63.295"
"A253","GDC0941","69.499"
"A253","Gemcitabin","0.103"
"A253","GNF2","90.514"
"A253","GSK269962A","229.468"
"A253","GSK650394","80.461"
"A253","GW843682X","0.054"
"A253","Imatinib","209.566"
"A253","IPA3","508.177"
"A253","JNK9L","0.262"
"A253","JNKInhibit","707.485"
"A253","JW7521","0.989"
"A253","KIN001135","509.191"
"A253","KU55933","375.611"
"A253#","L685458","8"
"A253","Lapatinib","1.969"
"A253#","Lapatinib","8"
"A253#","LBW242","8"
"A253","LFMA13","99.467"
"A253","MG132","0.162"
"A253","Midostauri","4.880"
"A253","MitomycinC","0.347"
"A253","MK2206","18.563"
"A253","MS275","8.788"
"A253#","Nilotinib","8"
"A253","NSC87877","442.417"
"A253","NU7441","21.248"
"A253#","Nutlin3","8"
"A253","Nutlin3a","520.430"
"A253","NVPBEZ235","0.083"
"A253","NVPTAE684","34.579"
"A253","ObatoclaxM","0.576"
"A253","OSI906","215.907"
"A253","PAC1","102.711"
"A253#","Paclitaxel","0.00356690"
"A253","Paclitaxel","0.018"
"A253#","Panobinost","0.06320968"
"A253","Parthenoli","446.672"
"A253","Pazopanib","11.306"
"A253","PD0325901","1.259"
"A253#","PD0325901","8"
"A253","PD0332991","14.938"
"A253#","PD0332991","8"
"A253","PD173074","15.259"
"A253","PF02341066","166.508"
"A253#","PF2341066","8"
"A253","PF562271","17.669"
"A253","PHA665752","124.268"
"A253#","PHA665752","8"
"A253","PLX4720","259.197"
"A253#","PLX4720","8"
"A253","Pyrimetham","25.740"
"A253","QS11","24.340"
"A253#","RAF265","2.61652731"
"A253","Rapamycin","4.004"
"A253","RDEA119","3.310"
"A253","RO3306","15.157"
"A253","Roscovitin","266.694"
"A253","Salubrinal","147.292"
"A253","SB590885","8.480"
"A253","Shikonin","0.008"
"A253","SL01011","427.630"
"A253","Sorafenib","33.863"
"A253#","Sorafenib","8"
"A253","STritylLcy","3.697"
"A253","Sunitinib","270.766"
"A253#","TAE684","8"
"A253","Thapsigarg","0.002"
"A253","Tipifarnib","10.389"
"A253#","TKI258","8"
"A253#","Topotecan","0.08375284"
"A253","Vinorelbin","0.001"
"A253","VX680","33.227"
"A253","WH4023","54.324"
"A253","WZ184","10.246"
"A253","XMD885","46.426"
"A253#","ZD6474","8"
"A253","ZLLNleCHO","3.748"
"A253","ZM447439","6.734"
"A2780#","17AAG","0.03110989"
"A2780","681640","82.393"
"A2780","ABT263","50.421"
"A2780","ABT888","30.424"
"A2780#","AEW541","6.50890398"
"A2780","AICAR","1816.796"
"A2780","AMG706","63.491"
"A2780","AS601245","2.979"
"A2780","AUY922","0.005"
"A2780","Axitinib","1.011"
"A2780#","AZD0530","8"
"A2780","AZD2281","51.277"
"A2780#","AZD6244","1.57961690"
"A2780","AZD6244","407.770"
"A2780","AZD7762","0.433"
"A2780","AZD8055","1.719"
"A2780","BAY613606","0.728"
"A2780","Bexarotene","48.257"
"A2780","BIBW2992","2.058"
"A2780","Bicalutami","27.802"
"A2780","BID1870","92.374"
"A2780","BIRB0796","328.706"
"A2780","Bleomycin","0.012"
"A2780","BMS754807","0.238"
"A2780","Bosutinib","6.341"
"A2780","Bryostatin","0.181"
"A2780","BX795","9.119"
"A2780","CEP701","0.095"
"A2780","Docetaxel","0.003"
"A2780","Doxorubici","0.008"
"A2780","Embelin","7.389"
"A2780","Epothilone","0.001"
"A2780#","Erlotinib","8"
"A2780","FH535","1.745"
"A2780","GDC0449","110.421"
"A2780","GDC0941","4.347"
"A2780","Gemcitabin","0.000"
"A2780","GSK650394","1.835"
"A2780","GW441756","14.796"
"A2780","IPA3","321.703"
"A2780#","Irinotecan","0.06178404"
"A2780","JNKInhibit","269.178"
"A2780#","L685458","6.47111845"
"A2780#","Lapatinib","7.14667749"
"A2780#","LBW242","8"
"A2780","Lenalidomi","34.978"
"A2780","LFMA13","124.541"
"A2780","Metformin","4751.840"
"A2780","MitomycinC","0.003"
"A2780","MK2206","127.087"
"A2780","Nilotinib","31.502"
"A2780#","Nilotinib","6.80469417"
"A2780","NU7441","120.919"
"A2780#","Nutlin3","4.06572961"
"A2780","Nutlin3a","179.632"
"A2780","NVPBEZ235","0.107"
"A2780","ObatoclaxM","0.139"
"A2780","OSI906","6.585"
"A2780","PAC1","3.817"
"A2780#","Paclitaxel","0.00464888"
"A2780#","Panobinost","0.05493710"
"A2780","Pazopanib","3.346"
"A2780#","PD0325901","0.06419707"
"A2780","PD0325901","8.707"
"A2780","PD0332991","48.837"
"A2780#","PD0332991","8"
"A2780","PD173074","10.950"
"A2780#","PF2341066","3.04247117"
"A2780#","PHA665752","8"
"A2780","PLX4720","201.354"
"A2780#","PLX4720","8"
"A2780","QS11","1.572"
"A2780#","RAF265","1.25030958"
"A2780","RDEA119","16.673"
"A2780","RO3306","499.437"
"A2780","SB216763","1111.243"
"A2780","SB590885","471.472"
"A2780","SL01011","260.700"
"A2780#","Sorafenib","4.00553417"
"A2780#","TAE684","1.49449408"
"A2780","Thapsigarg","0.001"
"A2780","Tipifarnib","0.078"
"A2780#","TKI258","1.39497256"
