"gene","uni_id","pdb_id"
"PTK2","Q05397","1K04"
"PTK2","Q05397","1K05"
"PTK2","Q05397","1MP8"
"PTK2","Q05397","1OW6"
"PTK2","Q05397","1OW7"
"PTK2","Q05397","1OW8"
"PTK2","Q05397","2ETM"
"PTK2","Q05397","2IJM"
"PTK2","Q05397","2RA7"
"PTK2","Q05397","3B71"
"PTK2","Q05397","3BZ3"
"PTK2","Q05397","3PXK"
"PTPN11","Q06124","2SHP"
"PTPN11","Q06124","3B7O"
"PTPN11","Q06124","3MOW"
"PTPN11","Q06124","3O5X"
"PTPN11","Q06124","3TKZ"
"PTPN11","Q06124","3TL0"
"PTPN6","P29350","1FPR"
"PTPN6","P29350","1GWZ"
"PTPN6","P29350","1X6C"
"PTPN6","P29350","2B3O"
"PTPN6","P29350","2RMX"
"PTPN6","P29350","2YU7"
"PTPN6","P29350","3PS5"
"RET","P07949","1XPD"
"RET","P07949","2IVS"
"RET","P07949","2IVT"
"RET","P07949","2IVU"
"RET","P07949","2IVV"
"RET","P07949","2X2K"
"RET","P07949","2X2L"
"RET","P07949","2X2M"
"RET","P07949","2X2U"
"ROCK1","Q13464","1S1C"
"ROCK1","Q13464","2ESM"
"ROCK1","Q13464","2ETK"
"ROCK1","Q13464","2ETR"
"ROCK1","Q13464","2V55"
"ROCK1","Q13464","3D9V"
"ROCK1","Q13464","3NCZ"
"ROCK1","Q13464","3NDM"
"ROCK1","Q13464","3O0Z"
"ROCK1","Q13464","3TV7"
"ROCK1","Q13464","3V8S"
