"tissue_cell_line","ref","min","3_times","5_times","25_times","50_times","100_times","250_times","cell_line","0-0.001_uM","0.001-0.005_uM","0.005-0.025_uM","0.025-0.125_uM","0.125-0.625_uM","0.625-15_uM","15-390_uM",">390_uM"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_MONOMAC1","0.00349632","24","21","20","18","17","14","14","MONOMAC1","0","1","3","3","3","14","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_NCO2","0.00254261","24","22","22","21","18","15","14","NCO2","0","1","1","4","4","14","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_OCIAML2","0.0074986","24","21","21","18","18","18","15","OCIAML2","0","0","3","3","0","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_OCIAML5","0.011386","24","23","22","20","19","17","12","OCIAML5","0","0","1","2","2","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_OCILY10","0.00254261","21","20","20","19","19","19","19","OCILY10","0","1","1","0","0","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_OPM2","0.0593012","24","22","21","20","20","20","0","OPM2","0","0","0","1","2","21","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_P12ICHIKAWA","0.00332529","24","23","22","20","20","20","19","P12ICHIKAWA","0","1","2","1","1","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_P31FUJ","0.00950259","24","21","21","19","18","16","16","P31FUJ","0","0","3","2","3","16","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_P3HR1","0.0101039","23","22","22","21","20","20","19","P3HR1","0","0","1","1","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_PFEIFFER","0.0202664","23","22","22","18","18","16","12","PFEIFFER","0","0","1","0","4","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_RAJI","0.0106229","23","22","22","20","20","20","20","RAJI","0","0","1","1","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_REH","0.00527451","22","21","21","19","19","19","18","REH","0","0","1","1","2","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_RPMI8402","0.00410458","24","22","22","20","20","20","18","RPMI8402","0","1","1","2","0","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_SIGM5","0.00254261","24","22","21","19","17","15","12","SIGM5","0","1","2","4","5","12","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_SKMM2","0.00571023","24","23","23","21","20","20","20","SKMM2","0","0","1","2","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_SUDHL10","0.00311168","24","23","23","22","20","14","14","SUDHL10","0","1","1","2","6","14","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_SUDHL4","0.00450234","24","23","22","20","20","19","17","SUDHL4","0","1","1","2","2","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_SUDHL6","0.00254261","24","23","22","22","18","18","12","SUDHL6","0","1","1","4","6","12","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_SUDHL8","0.00254717","24","23","22","20","19","19","18","SUDHL8","0","1","1","3","1","18","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_SUPM2","0.00254261","24","23","23","21","18","17","17","SUPM2","0","1","1","4","1","17","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_SUPT1","0.00852356","23","22","22","20","20","19","19","SUPT1","0","0","1","2","1","19","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_TOLEDO","0.0457279","23","21","21","20","19","19","0","TOLEDO","0","0","0","2","1","20","0","0"
"HAEMATOPOIETIC:AND:LYMPHOID:TISSUE_U937","0.00430703","24","23","22","21","20","20","19","U937","0","1","1","1","2","19","0","0"
"KIDNEY_769P","0","NA","NA","NA","NA","NA","NA","NA","769P","2","0","7","8","11","47","41","6"
"KIDNEY_7860","0","NA","NA","NA","NA","NA","NA","NA","7860","5","0","8","3","10","39","27","6"
"KIDNEY_786O","0.070825","22","20","17","17","17","16","0","786O","0","0","0","1","4","17","0","0"
"KIDNEY_A498","0","NA","NA","NA","NA","NA","NA","NA","A498","1","0","2","9","9","31","56","24"
"KIDNEY_A704","0","NA","NA","NA","NA","NA","NA","NA","A704","1","0","4","6","10","38","44","14"
"KIDNEY_ACHN","0","NA","NA","NA","NA","NA","NA","NA","ACHN","2","0","2","11","17","42","35","6"
"KIDNEY_BB65RCC","0","NA","NA","NA","NA","NA","NA","NA","BB65RCC","5","0","7","11","11","40","53","11"
"KIDNEY_BFTC909","0","NA","NA","NA","NA","NA","NA","NA","BFTC909","4","0","5","7","10","45","42","7"
"KIDNEY_CAKI1","0.01","98","92","91","85","78","74","68","CAKI1","0","0","6","4","11","31","34","12"
"KIDNEY_CAKI2","0.0127429","24","23","23","22","21","20","15","CAKI2","0","0","1","1","1","21","0","0"
"KIDNEY_CAL54","0","NA","NA","NA","NA","NA","NA","NA","CAL54","1","0","0","3","12","38","32","12"
"KIDNEY_G401","0","NA","NA","NA","NA","NA","NA","NA","G401","2","0","5","9","8","35","29","10"
"KIDNEY_KMRC1","0.146975","24","21","20","18","16","0","0","KMRC1","0","0","0","0","4","20","0","0"
"KIDNEY_KMRC2","0.0158903","24","23","23","22","21","21","17","KMRC2","0","0","1","0","2","21","0","0"
"KIDNEY_LB1047RCC","0","NA","NA","NA","NA","NA","NA","NA","LB1047RCC","3","0","6","19","10","50","34","15"
"KIDNEY_LB2241RCC","0","NA","NA","NA","NA","NA","NA","NA","LB2241RCC","3","0","5","9","12","55","42","12"
"KIDNEY_LB996RCC","0","NA","NA","NA","NA","NA","NA","NA","LB996RCC","1","0","4","12","10","34","43","7"
"KIDNEY_OSRC2","0","NA","NA","NA","NA","NA","NA","NA","OSRC2","3","0","7","8","18","47","47","8"
"KIDNEY_RCC10RGB","0","NA","NA","NA","NA","NA","NA","NA","RCC10RGB","1","0","1","3","4","42","69","18"
"KIDNEY_RXF393","0","NA","NA","NA","NA","NA","NA","NA","RXF393","5","0","8","7","10","37","61","10"
"KIDNEY_SKNEP1","0","NA","NA","NA","NA","NA","NA","NA","SKNEP1","5","0","7","8","11","47","45","6"
"KIDNEY_SN12C","0","NA","NA","NA","NA","NA","NA","NA","SN12C","1","0","4","4","8","33","40","8"
"KIDNEY_TK10","0","NA","NA","NA","NA","NA","NA","NA","TK10","2","0","5","11","15","40","53","12"
"KIDNEY_U031","0","NA","NA","NA","NA","NA","NA","NA","U031","3","0","2","4","9","25","44","8"
"KIDNEY_VMRCRCW","0.00828805","24","23","23","23","22","21","18","VMRCRCW","0","0","1","0","1","22","0","0"
"KIDNEY_VMRCRCZ","0","NA","NA","NA","NA","NA","NA","NA","VMRCRCZ","3","0","5","6","9","54","36","9"
"LARGE:INTESTINE_C2BBE1","0.0544406","23","22","22","20","18","15","0","C2BBE1","0","0","0","1","0","22","0","0"
"LARGE:INTESTINE_CCK81","0.0381461","21","20","20","12","12","10","0","CCK81","0","0","0","1","4","16","0","0"
"LARGE:INTESTINE_COLO201","0.00637875","23","21","21","18","18","16","14","COLO201","0","0","2","3","1","17","0","0"
"LARGE:INTESTINE_COLO205","0.00254261","23","21","21","18","17","17","15","COLO205","0","1","2","3","2","15","0","0"
"LARGE:INTESTINE_COLO320","0.06703","24","23","20","16","15","11","0","COLO320","0","0","0","1","5","18","0","0"
"LARGE:INTESTINE_COLO678","0.0403616","24","23","22","21","21","19","0","COLO678","0","0","0","1","2","21","0","0"
"LARGE:INTESTINE_HCC56","0.0106159","22","21","21","18","18","18","17","HCC56","0","0","1","1","2","18","0","0"
"LARGE:INTESTINE_HCT116","0.0042765","24","23","23","22","19","18","17","HCT116","0","1","0","1","5","17","0","0"
"LARGE:INTESTINE_HCT15","0.224284","24","18","18","13","0","0","0","HCT15","0","0","0","0","6","18","0","0"
"LARGE:INTESTINE_HT29","0.0117462","24","22","21","20","19","16","14","HT29","0","0","2","2","1","19","0","0"
"LARGE:INTESTINE_LS123","0.047206","23","22","22","20","20","19","0","LS123","0","0","0","1","2","20","0","0"
"LARGE:INTESTINE_LS411N","0.00259078","21","20","20","18","17","16","15","LS411N","0","1","1","2","2","15","0","0"
"LARGE:INTESTINE_LS513","0.0188246","24","20","20","17","15","13","10","LS513","0","0","1","3","4","16","0","0"
"LARGE:INTESTINE_NCIH747","0.0220531","23","20","19","18","17","17","15","NCIH747","0","0","1","3","1","18","0","0"
"LARGE:INTESTINE_RKO","0.0498098","24","21","20","19","17","16","0","RKO","0","0","0","3","2","19","0","0"
"LARGE:INTESTINE_SKCO1","0.0558184","23","19","19","16","16","13","0","SKCO1","0","0","0","1","3","19","0","0"
"LARGE:INTESTINE_SNUC2A","0.0479479","23","21","21","20","19","18","0","SNUC2A","0","0","0","2","1","20","0","0"
"LARGE:INTESTINE_SW1417","0.0242128","22","18","18","14","14","13","12","SW1417","0","0","1","3","4","14","0","0"
"LARGE:INTESTINE_SW403","0.00549298","24","22","21","17","17","17","15","SW403","0","0","3","4","0","17","0","0"
"LARGE:INTESTINE_SW48","0.00359142","24","22","21","18","17","16","15","SW48","0","1","2","4","1","16","0","0"
"LARGE:INTESTINE_SW480","0.0155038","24","23","22","18","18","18","15","SW480","0","0","1","2","3","18","0","0"
"LARGE:INTESTINE_SW620","0.00258354","24","23","22","19","17","17","17","SW620","0","1","1","5","0","17","0","0"
"LARGE:INTESTINE_T84","0.0573631","24","22","22","21","19","19","0","T84","0","0","0","1","2","21","0","0"
"LIVER_C3A","0","NA","NA","NA","NA","NA","NA","NA","C3A","1","0","2","6","8","46","40","17"
"LIVER_HEP3B217","0.0713239","24","22","22","19","15","14","0","HEP3B217","0","0","0","1","2","21","0","0"
"LIVER_HEPG2","0.00987752","24","21","20","19","17","16","16","HEPG2","0","0","3","1","4","16","0","0"
"LIVER_HLE","0","NA","NA","NA","NA","NA","NA","NA","HLE","5","0","3","7","9","55","34","9"
"LIVER_HLF","0.088367","24","20","19","19","18","0","0","HLF","0","0","0","2","3","19","0","0"
"LIVER_HUH1","0.0286439","24","21","21","19","18","14","12","HUH1","0","0","0","3","2","19","0","0"
"LIVER_JHH2","0.0800889","24","22","22","21","20","0","0","JHH2","0","0","0","1","1","22","0","0"
"LIVER_JHH4","0.0710975","24","21","20","20","18","17","0","JHH4","0","0","0","3","1","20","0","0"
"LIVER_JHH5","0.00900531","21","19","18","17","15","14","11","JHH5","0","0","2","2","3","14","0","0"
"LIVER_JHH6","0.0201599","24","23","23","21","21","21","20","JHH6","0","0","1","0","2","21","0","0"
"LIVER_JHH7","0.00301317","19","18","18","17","16","16","15","JHH7","0","1","0","2","1","15","0","0"
"LIVER_PLCPRF5","0.0117621","24","23","22","21","20","20","20","PLCPRF5","0","0","1","2","1","20","0","0"
"LIVER_SKHEP1","0","NA","NA","NA","NA","NA","NA","NA","SKHEP1","4","0","4","4","14","50","34","12"
"LIVER_SNU182","0.0481242","23","21","21","20","20","20","0","SNU182","0","0","0","2","0","21","0","0"
"LIVER_SNU387","0","NA","NA","NA","NA","NA","NA","NA","SNU387","2","0","5","4","12","45","30","19"
"LIVER_SNU398","0.0468194","21","19","19","17","15","14","0","SNU398","0","0","0","2","2","17","0","0"
"LIVER_SNU423","0","NA","NA","NA","NA","NA","NA","NA","SNU423","2","0","6","2","12","51","29","15"
"LIVER_SNU449","0","NA","NA","NA","NA","NA","NA","NA","SNU449","2","0","3","1","15","52","34","14"
"LIVER_SNU475","0.00254261","21","19","19","19","19","18","18","SNU475","0","1","1","0","1","18","0","0"
"LUNG_A427","0","NA","NA","NA","NA","NA","NA","NA","A427","6","0","6","5","12","28","29","12"
"LUNG_A549","0","NA","NA","NA","NA","NA","NA","NA","A549","2","1","7","4","5","38","24","4"
"LUNG_ABC1","0","NA","NA","NA","NA","NA","NA","NA","ABC1","5","0","3","5","8","25","38","14"
"LUNG_BEN","0.01","98","96","94","84","84","81","77","BEN","0","0","2","8","5","26","49","8"
"LUNG_CAL12T","0","NA","NA","NA","NA","NA","NA","NA","CAL12T","4","0","5","5","11","50","35","7"
"LUNG_Calu1","0","NA","NA","NA","NA","NA","NA","NA","Calu1","1","0","1","2","4","14","12","3"
"LUNG_CALU1","0.0206882","24","23","23","21","21","18","18","CALU1","0","0","1","1","1","21","0","0"
"LUNG_Calu3","0","NA","NA","NA","NA","NA","NA","NA","Calu3","1","0","2","4","9","32","34","16"
"LUNG_CALU3","0.0463474","23","22","22","19","17","15","0","CALU3","0","0","0","1","2","20","0","0"
"LUNG_Calu6","0","NA","NA","NA","NA","NA","NA","NA","Calu6","4","0","3","5","10","34","65","17"
"LUNG_CALU6","0.00351323","19","18","18","17","16","15","13","CALU6","0","1","0","1","2","15","0","0"
"LUNG_ChaGoK1","0","NA","NA","NA","NA","NA","NA","NA","ChaGoK1","2","0","4","1","8","28","44","10"
"LUNG_COLO668","0","NA","NA","NA","NA","NA","NA","NA","COLO668","2","0","3","5","11","34","64","19"
"LUNG_COLO677","0.0292644","24","23","23","20","19","16","12","COLO677","0","0","0","1","3","20","0","0"
"LUNG_COLO699","0.0269418","24","23","22","19","17","14","10","COLO699","0","0","0","2","3","19","0","0"
"LUNG_CORL105","0.01","119","114","112","99","95","91","83","CORL105","0","0","5","5","15","45","39","10"
"LUNG_CORL23","0","NA","NA","NA","NA","NA","NA","NA","CORL23","4","0","3","8","8","56","35","8"
"LUNG_CORL279","0.01","76","73","72","63","62","58","54","CORL279","0","0","3","8","5","15","39","6"
"LUNG_CORL88","0","NA","NA","NA","NA","NA","NA","NA","CORL88","1","0","2","6","10","25","65","12"
"LUNG_CPCN","0.01","77","75","73","71","66","63","57","CPCN","0","0","2","4","6","18","36","11"
"LUNG_DMS114","0.00578333","161","157","156","147","144","139","131","DMS114","0","0","5","8","9","48","62","29"
"LUNG_DMS153","0.02","77","75","73","71","67","62","55","DMS153","0","0","1","3","2","20","43","8"
"LUNG_DMS273","0","NA","NA","NA","NA","NA","NA","NA","DMS273","6","0","2","7","5","32","35","11"
"LUNG_DMS53","0.1","46","44","42","35","35","34","30","DMS53","0","0","0","2","2","9","27","6"
"LUNG_DMS79","0.03","104","101","101","96","91","86","81","DMS79","0","0","0","3","4","18","61","18"
"LUNG_DV90","0.00758911","57","55","53","49","47","47","42","DV90","0","0","2","6","2","24","18","5"
"LUNG_EBC1","0.0187493","24","20","19","17","16","16","14","EBC1","0","0","1","5","1","17","0","0"
"LUNG_EKVX","0","NA","NA","NA","NA","NA","NA","NA","EKVX","1","0","0","6","10","37","62","21"
"LUNG_EPLC272H","0","NA","NA","NA","NA","NA","NA","NA","EPLC272H","1","0","1","4","5","21","17","12"
"LUNG_GLC82","0.0302773","24","22","22","22","20","20","17","GLC82","0","0","0","2","0","22","0","0"
"LUNG_HARA","0.00782157","21","20","20","19","17","17","17","HARA","0","0","1","0","3","17","0","0"
"LUNG_HCC15","0.00708504","23","22","22","20","20","20","19","HCC15","0","0","1","2","0","20","0","0"
"LUNG_HCC2935","0.0182705","24","23","23","20","20","17","15","HCC2935","0","0","1","1","2","20","0","0"
"LUNG_HCC4006","0.00444728","24","23","23","21","20","19","17","HCC4006","0","1","0","3","2","18","0","0"
"LUNG_HCC44","0.0115134","21","20","20","18","18","18","16","HCC44","0","0","1","2","0","18","0","0"
"LUNG_HCC78","0.0526938","23","20","20","19","19","19","0","HCC78","0","0","0","2","1","20","0","0"
"LUNG_HCC827","0.0112361","20","19","17","15","12","12","12","HCC827","0","0","1","3","4","12","0","0"
"LUNG_HOP62","0","NA","NA","NA","NA","NA","NA","NA","HOP62","5","0","6","10","12","37","38","10"
"LUNG_HOP92","0.01","98","94","92","88","83","75","66","HOP92","0","0","4","5","8","34","39","8"
"LUNG_HS229T","0.0408155","23","21","20","20","20","18","0","HS229T","0","0","0","2","1","20","0","0"
"LUNG_IALM","0","NA","NA","NA","NA","NA","NA","NA","IALM","4","0","6","12","4","64","47","10"
"LUNG_ISTMES1","0.01","138","135","135","123","116","113","103","ISTMES1","0","0","3","6","14","35","63","17"
"LUNG_ISTSL1","0","NA","NA","NA","NA","NA","NA","NA","ISTSL1","3","0","2","5","12","33","72","11"
"LUNG_ISTSL2","0","NA","NA","NA","NA","NA","NA","NA","ISTSL2","3","0","3","8","6","32","24","1"
"LUNG_KNS62","0","NA","NA","NA","NA","NA","NA","NA","KNS62","1","0","3","4","5","36","27","5"
"LUNG_LB647SCLC","0","NA","NA","NA","NA","NA","NA","NA","LB647SCLC","4","0","3","3","8","19","36","4"
"LUNG_LC1F","0","NA","NA","NA","NA","NA","NA","NA","LC1F","2","0","0","5","3","20","33","14"
"LUNG_LC1SQSF","0.0242359","23","22","22","20","20","20","19","LC1SQSF","0","0","1","0","2","20","0","0"
"LUNG_LC2ad","0","NA","NA","NA","NA","NA","NA","NA","LC2ad","9","0","11","6","16","33","52","11"
"LUNG_LCLC103H","0","NA","NA","NA","NA","NA","NA","NA","LCLC103H","6","0","3","2","12","50","44","5"
"LUNG_LCLC97TM1","0","NA","NA","NA","NA","NA","NA","NA","LCLC97TM1","5","0","4","5","13","32","31","8"
"LUNG_LK2","0","NA","NA","NA","NA","NA","NA","NA","LK2","3","0","4","4","9","23","37","18"
"LUNG_LOUNH91","0.00685833","24","23","23","22","21","20","20","LOUNH91","0","0","1","1","2","20","0","0"
"LUNG_LU134A","0","NA","NA","NA","NA","NA","NA","NA","LU134A","1","0","4","13","10","30","55","16"
"LUNG_LU135","0.03","52","50","50","46","45","43","42","LU135","0","0","0","2","4","8","32","6"
"LUNG_LU139","0.01","125","118","116","105","99","96","93","LU139","0","0","7","8","12","28","53","17"
"LUNG_LU165","0.03","77","76","75","68","65","60","57","LU165","0","0","0","2","5","16","41","13"
